project_id,risk_category,duration_proposed_to_scrutiny,duration_scrutiny_to_notification,duration_notification_to_declaration,duration_declaration_to_award,duration_award_to_compensation,duration_compensation_to_possession,duration_possession_to_closed,area_acquired_hectares,dispute_duration_days,pending_approvals_count,avg_approval_turnaround_days,stakeholder_responsiveness_score,compensation_assessed_inr,compensation_disbursed_inr,compensation_disbursed_pct,affected_families,displaced_families,rr_progress_percent,cohort_benchmark_days,legal_dispute_flag,documentation_complete,rr_required,project_type,state,status,dispute_type
PRJ-01221,High,65,79,138,76,70,69,83,5.74,98,1,33.5,1.7,1062551.0,360205.0,0.339,78,17,52.2,774,0,1,0,Border Infrastructure,Madhya Pradesh,active,encroachment
PRJ-01222,High,74,66,160,125,80,129,41,5.46,58,0,48.0,2.4,10321568.0,4631288.0,0.4487,240,78,4.6,677,0,1,1,Resettlement,Tamil Nadu,planned,encroachment
PRJ-01223,Critical,106,66,142,123,113,127,42,2.97,202,5,51.1,2.4,8082.0,0.0,0.0,240,140,0.0,627,0,1,1,Power Line,Tamil Nadu,on_hold,compensation
PRJ-01224,Low,43,34,90,67,66,60,83,7.78,21,0,21.0,1.4,1748590.0,1500465.0,0.8581,490,342,70.7,737,0,1,1,Industrial,Uttar Pradesh,active,compensation
PRJ-01225,Medium,37,71,136,48,64,130,53,1.75,94,0,33.9,4.9,1309266.0,679771.0,0.5192,282,147,87.6,553,0,1,1,Resettlement,Uttar Pradesh,on_hold,compensation
PRJ-01226,Low,34,53,166,76,47,38,47,23.78,61,0,34.6,3.0,45071.0,41884.0,0.9293,342,105,70.6,664,0,1,1,Border Infrastructure,Telangana,planned,compensation
PRJ-01227,Critical,114,73,81,144,104,106,76,1.71,342,1,53.8,0.3,83596.0,0.0,0.0,333,107,0.9,800,0,0,1,Border Infrastructure,Gujarat,active,boundary
PRJ-01228,Medium,73,57,81,86,117,126,31,2.83,98,2,8.5,4.1,8033.0,4155.0,0.5172,381,191,80.6,418,0,1,1,Power Line,Gujarat,active,encroachment
PRJ-01229,Medium,58,48,100,148,84,134,62,1.15,57,0,31.9,0.9,1111938.0,879432.0,0.7909,385,46,74.7,509,0,0,1,Highway,Maharashtra,on_hold,none
PRJ-01230,Medium,64,61,76,83,41,41,59,10.51,30,1,54.3,1.4,2362545.0,2111170.0,0.8936,160,12,90.3,687,0,1,1,Resettlement,Telangana,completed,encroachment
PRJ-01231,High,91,85,142,146,91,68,69,6.04,190,1,43.1,1.1,40747.0,12143.0,0.298,292,129,18.8,640,1,1,1,Border Infrastructure,Tamil Nadu,planned,legal_challenge
PRJ-01232,Low,103,37,102,75,96,80,37,21.08,1,0,43.5,1.3,628058.0,383304.0,0.6103,455,138,93.9,594,0,1,1,Highway,Gujarat,active,encroachment
PRJ-01233,High,98,60,137,104,68,75,56,6.11,54,4,18.9,4.5,105762.0,50163.0,0.4743,462,7,43.9,651,0,1,0,Power Line,Telangana,on_hold,encroachment
PRJ-01234,Low,78,48,77,100,58,42,60,3.99,20,0,54.7,1.8,36826.0,26574.0,0.7216,474,56,96.4,742,0,1,1,Resettlement,Karnataka,planned,compensation
PRJ-01235,High,78,43,141,120,52,117,71,12.87,152,0,5.0,0.5,623392.0,387251.0,0.6212,323,230,42.6,613,0,1,1,Power Line,Rajasthan,planned,boundary
PRJ-01236,Medium,73,74,115,58,98,94,62,1.34,27,0,39.7,2.1,348528.0,254600.0,0.7305,337,64,76.5,556,0,1,1,Resettlement,Andhra Pradesh,planned,encroachment
PRJ-01237,Critical,74,76,177,148,101,142,56,3.6,334,6,28.1,3.9,525590.0,0.0,0.0,342,21,11.9,682,1,0,1,Highway,West Bengal,on_hold,title_dispute
PRJ-01238,Medium,66,64,125,75,65,73,47,20.72,91,2,45.8,1.3,63642.0,57863.0,0.9092,203,5,60.2,744,0,1,1,Highway,Telangana,planned,boundary
PRJ-01239,High,90,64,141,130,86,120,85,7.31,47,3,7.1,3.8,256421.0,48797.0,0.1903,373,78,52.5,498,0,0,0,Railway,West Bengal,completed,encroachment
PRJ-01240,High,89,80,121,65,91,112,80,17.37,9,1,59.2,3.7,2552305.0,941035.0,0.3687,417,254,0.0,524,1,0,1,Power Line,Karnataka,on_hold,legal_challenge
PRJ-01241,High,101,74,154,103,101,72,52,3.86,3,0,55.4,1.0,41336.0,21073.0,0.5098,382,246,0.0,716,1,1,0,Railway,Tamil Nadu,active,none
PRJ-01242,Low,57,45,79,86,74,53,63,3.01,6,0,52.3,2.1,11822.0,9546.0,0.8075,365,40,100.0,781,1,1,1,Power Line,Madhya Pradesh,on_hold,title_dispute
PRJ-01243,Low,94,57,107,63,51,85,50,4.42,5,0,33.1,4.4,1306568.0,1074522.0,0.8224,203,52,92.3,671,1,1,1,Highway,Karnataka,completed,title_dispute
PRJ-01244,High,88,69,145,86,43,121,48,3.21,169,2,25.6,1.5,259474.0,108849.0,0.4195,379,205,26.6,431,1,1,0,Power Line,Gujarat,completed,legal_challenge
PRJ-01245,Medium,57,65,150,132,93,58,79,6.3,39,0,5.8,2.6,487912.0,171745.0,0.352,363,36,85.9,789,0,1,1,Industrial,Karnataka,active,boundary
PRJ-01246,High,105,46,130,97,78,90,55,6.47,126,5,55.6,1.7,77822.0,11813.0,0.1518,264,135,19.3,511,1,1,0,Industrial,Gujarat,completed,title_dispute
PRJ-01247,Critical,75,73,159,106,97,125,86,14.98,310,3,36.5,2.2,1758554.0,1281634.0,0.7288,149,89,0.0,433,1,0,1,Railway,Gujarat,planned,title_dispute
PRJ-01248,High,63,81,106,93,59,102,57,1.3,153,0,8.0,4.1,1023582.0,300217.0,0.2933,386,208,35.3,563,0,1,1,Railway,Maharashtra,completed,none
PRJ-01249,Medium,99,52,96,97,92,68,50,8.37,42,1,43.1,3.0,60714.0,53204.0,0.8763,188,111,56.0,645,1,1,1,Power Line,Telangana,planned,legal_challenge
PRJ-01250,High,53,58,132,79,47,56,46,6.5,12,2,8.5,3.5,13903.0,243.0,0.0175,214,79,38.3,636,0,1,1,Resettlement,Madhya Pradesh,active,compensation
PRJ-01251,Medium,43,61,141,123,38,93,61,1.41,30,0,47.3,4.1,5719.0,2761.0,0.4828,491,9,68.4,471,0,1,0,Border Infrastructure,Uttar Pradesh,completed,encroachment
PRJ-01252,Medium,55,75,90,95,97,123,69,6.36,146,0,20.2,1.4,462078.0,376039.0,0.8138,82,38,61.4,494,0,0,1,Border Infrastructure,Tamil Nadu,on_hold,none
PRJ-01253,Medium,96,37,159,47,80,102,43,2.26,40,1,46.9,3.4,254686.0,151207.0,0.5937,429,327,77.6,681,0,0,1,Resettlement,Rajasthan,active,none
PRJ-01254,Medium,80,70,112,57,103,89,62,1.12,35,3,59.8,2.4,7362.0,4093.0,0.5559,345,16,71.5,454,1,1,1,Power Line,Telangana,completed,encroachment
PRJ-01255,Critical,109,83,165,129,110,102,49,4.46,103,5,12.0,4.0,60695.0,9031.0,0.1488,256,2,0.0,557,1,1,1,Industrial,Rajasthan,active,legal_challenge
PRJ-01256,Low,48,64,99,91,53,59,67,2.22,8,0,39.5,5.1,165216.0,128802.0,0.7796,149,40,100.0,591,1,1,0,Power Line,Rajasthan,completed,legal_challenge
PRJ-01257,Low,67,36,93,133,39,78,51,22.34,3,0,32.6,4.7,26378.0,18623.0,0.706,131,21,74.1,567,0,1,0,Railway,West Bengal,completed,none
PRJ-01258,High,84,73,114,46,60,100,58,3.3,283,2,55.5,2.8,296656.0,0.0,0.0,466,47,17.9,564,1,1,1,Resettlement,Madhya Pradesh,on_hold,legal_challenge
PRJ-01259,Medium,112,54,124,109,101,107,65,29.06,117,0,10.2,2.0,176309.0,129058.0,0.732,165,67,50.7,448,0,0,1,Industrial,Telangana,active,compensation
PRJ-01260,High,109,81,88,86,109,137,68,1.63,122,0,58.3,1.9,32860.0,3286.0,0.1,235,73,6.7,498,1,1,1,Border Infrastructure,Andhra Pradesh,completed,legal_challenge
PRJ-01261,Low,64,42,105,70,94,35,81,1.96,79,0,7.6,4.1,34919.0,31322.0,0.897,172,49,100.0,717,0,1,1,Resettlement,Tamil Nadu,planned,encroachment
PRJ-01262,Medium,49,63,145,56,101,100,81,9.25,165,1,33.3,5.3,360308.0,254017.0,0.705,426,276,61.8,496,0,1,1,Resettlement,Rajasthan,completed,boundary
PRJ-01263,Critical,89,61,142,111,41,89,43,5.64,237,7,59.8,3.1,677346.0,176787.0,0.261,149,29,0.0,592,1,1,1,Resettlement,Karnataka,planned,title_dispute
PRJ-01264,Low,94,41,79,88,107,94,43,1.02,1,0,51.9,2.0,416507.0,372649.0,0.8947,338,174,86.5,615,0,1,1,Resettlement,Maharashtra,on_hold,compensation
PRJ-01265,Low,66,66,132,60,104,37,63,4.21,35,0,40.6,2.5,286677.0,209160.0,0.7296,60,44,98.6,633,1,1,0,Border Infrastructure,Tamil Nadu,completed,legal_challenge
PRJ-01266,Low,46,47,116,49,72,62,64,4.79,1,0,40.7,1.7,434913.0,275169.0,0.6327,31,21,100.0,682,1,1,1,Resettlement,Madhya Pradesh,active,legal_challenge
PRJ-01267,Low,87,60,90,86,87,131,77,2.36,5,0,11.0,0.6,584952.0,584952.0,1.0,207,29,100.0,713,1,1,1,Resettlement,Tamil Nadu,completed,legal_challenge
PRJ-01268,High,58,54,120,84,112,117,61,3.43,164,0,48.2,4.2,1599262.0,482018.0,0.3014,457,187,20.3,770,0,0,1,Power Line,Maharashtra,on_hold,boundary
PRJ-01269,High,88,41,131,105,83,109,48,7.47,190,1,38.6,3.8,997480.0,410862.0,0.4119,52,31,54.2,582,0,1,0,Industrial,Karnataka,active,none
PRJ-01270,Medium,69,72,141,119,103,81,63,1.24,84,0,28.7,0.6,164289.0,97243.0,0.5919,285,187,56.1,506,1,1,1,Border Infrastructure,Madhya Pradesh,planned,legal_challenge
PRJ-01271,High,77,62,149,101,101,111,65,1.33,183,0,59.1,3.4,643961.0,390176.0,0.6059,31,15,20.0,757,0,0,1,Industrial,Rajasthan,active,none
PRJ-01272,Medium,66,55,116,102,45,103,57,1.69,63,1,27.5,4.4,301558.0,113567.0,0.3766,14,5,67.2,548,1,1,0,Industrial,Gujarat,active,legal_challenge
PRJ-01273,Medium,63,35,146,104,77,82,55,6.23,3,0,58.7,4.7,18479.0,8888.0,0.481,122,56,80.4,403,0,1,0,Railway,Uttar Pradesh,planned,none
PRJ-01274,Low,90,39,116,55,53,123,41,26.98,0,0,23.0,2.9,372223.0,271723.0,0.73,141,62,90.7,661,0,1,0,Industrial,Andhra Pradesh,completed,compensation
PRJ-01275,High,77,49,136,114,69,48,78,7.66,180,0,28.9,0.6,2324.0,75.0,0.0324,338,77,13.1,414,0,1,1,Resettlement,Rajasthan,active,boundary
PRJ-01276,Low,44,43,73,66,109,71,61,8.93,22,0,16.9,3.1,147510.0,145696.0,0.9877,385,287,63.1,505,0,1,0,Border Infrastructure,Andhra Pradesh,active,compensation
PRJ-01277,Medium,68,58,108,73,82,108,74,5.82,153,1,19.0,2.2,644523.0,332961.0,0.5166,295,210,35.1,529,0,0,1,Railway,Gujarat,on_hold,boundary
PRJ-01278,Critical,106,89,163,139,105,140,46,3.93,187,4,55.7,2.7,631187.0,0.0,0.0,239,188,25.4,708,0,1,1,Resettlement,Tamil Nadu,active,encroachment
PRJ-01279,High,92,63,109,85,69,112,83,4.02,108,0,19.0,1.4,11541.0,0.0,0.0,320,27,22.4,400,1,1,0,Railway,Madhya Pradesh,on_hold,title_dispute
PRJ-01280,Medium,83,71,107,53,62,59,57,4.04,129,0,17.2,1.0,83561.0,35020.0,0.4191,54,2,59.9,510,0,1,1,Resettlement,Maharashtra,planned,boundary
PRJ-01281,High,89,67,126,92,102,78,60,11.05,99,0,55.4,1.1,563091.0,233176.0,0.4141,465,44,37.5,472,0,1,1,Highway,West Bengal,on_hold,encroachment
PRJ-01282,Medium,92,68,154,75,33,35,53,1.22,9,0,27.0,4.5,1677822.0,1278836.0,0.7622,376,70,67.5,696,0,1,1,Highway,Gujarat,planned,encroachment
PRJ-01283,High,54,56,97,85,69,111,83,11.83,57,2,42.7,1.0,138799.0,62099.0,0.4474,38,12,28.1,593,1,1,0,Power Line,Maharashtra,completed,none
PRJ-01284,Critical,100,84,143,110,75,92,80,13.75,301,0,29.7,0.4,28463.0,5684.0,0.1997,496,305,0.0,543,1,1,0,Industrial,Uttar Pradesh,planned,legal_challenge
PRJ-01285,Medium,71,64,84,125,72,109,45,8.77,26,0,26.9,4.5,243101.0,143089.0,0.5886,358,128,77.1,400,1,1,1,Resettlement,Gujarat,planned,title_dispute
PRJ-01286,Critical,116,84,152,135,112,89,83,3.34,238,2,35.7,2.0,1024760.0,0.0,0.0,371,251,15.2,424,1,0,1,Railway,Maharashtra,completed,legal_challenge
PRJ-01287,Low,43,56,98,49,52,58,37,15.56,55,0,36.7,3.2,34072.0,34072.0,1.0,376,165,99.7,474,1,1,0,Border Infrastructure,West Bengal,completed,legal_challenge
PRJ-01288,Medium,85,64,85,101,85,142,65,5.08,82,1,52.7,2.3,696466.0,473040.0,0.6792,80,52,58.4,784,0,1,1,Industrial,Uttar Pradesh,completed,boundary
PRJ-01289,Medium,58,66,93,94,58,36,60,2.28,60,2,11.2,3.3,73811.0,65677.0,0.8898,235,141,68.8,748,0,0,1,Highway,Uttar Pradesh,on_hold,compensation
PRJ-01290,Medium,44,52,100,104,63,95,59,5.23,110,0,58.7,1.9,32997.0,13994.0,0.4241,440,281,47.4,471,1,1,0,Power Line,Andhra Pradesh,active,legal_challenge
PRJ-01291,Critical,93,78,144,127,53,141,87,3.69,275,0,39.0,2.0,13060.0,2018.0,0.1545,271,22,0.0,402,1,1,1,Highway,Uttar Pradesh,completed,none
PRJ-01292,High,101,70,106,88,101,92,67,13.86,121,4,40.7,1.4,107382.0,28231.0,0.2629,64,16,12.9,591,1,1,1,Power Line,Tamil Nadu,active,title_dispute
PRJ-01293,Medium,106,60,137,46,48,110,61,1.75,22,1,15.5,7.2,1729811.0,1266914.0,0.7324,332,171,73.5,479,1,1,0,Industrial,Uttar Pradesh,on_hold,title_dispute
PRJ-01294,High,100,75,157,133,55,64,77,1.98,202,1,18.9,3.0,103373.0,4311.0,0.0417,473,27,25.9,556,1,0,1,Power Line,Gujarat,planned,legal_challenge
PRJ-01295,Low,42,49,72,49,58,88,33,7.01,0,0,21.3,1.9,10458.0,10458.0,1.0,66,10,90.1,797,0,1,1,Railway,Gujarat,planned,compensation
PRJ-01296,Medium,58,68,110,64,78,102,43,6.33,143,1,20.2,3.0,91062.0,45249.0,0.4969,180,55,49.2,506,1,1,0,Border Infrastructure,Karnataka,on_hold,title_dispute
PRJ-01297,High,70,41,137,110,78,55,75,3.13,7,3,58.1,4.8,112720.0,11847.0,0.1051,168,47,13.1,530,1,1,0,Power Line,Madhya Pradesh,planned,title_dispute
PRJ-01298,High,106,73,108,106,91,67,59,5.75,218,3,54.8,0.7,8304.0,3535.0,0.4257,490,380,21.9,651,0,1,0,Railway,Uttar Pradesh,planned,encroachment
PRJ-01299,Low,40,51,69,110,40,84,45,5.2,11,0,27.0,1.6,1430068.0,1430068.0,1.0,237,72,100.0,572,1,1,0,Border Infrastructure,Karnataka,on_hold,legal_challenge
PRJ-01300,High,100,83,124,110,53,93,63,14.43,179,2,50.9,5.1,123387.0,34129.0,0.2766,319,104,21.3,405,1,1,1,Resettlement,Maharashtra,on_hold,legal_challenge
PRJ-01301,Medium,83,56,114,98,60,105,45,3.09,114,0,26.8,3.7,44160.0,21669.0,0.4907,242,53,62.2,689,1,1,0,Power Line,Telangana,planned,legal_challenge
PRJ-01302,Medium,96,80,83,93,82,105,65,3.4,45,3,47.4,1.4,56806.0,24529.0,0.4318,155,105,64.2,420,1,1,1,Resettlement,Maharashtra,planned,title_dispute
PRJ-01303,Medium,93,67,84,47,45,131,52,1.38,6,0,15.0,1.4,193393.0,67475.0,0.3489,251,97,63.0,402,1,1,0,Border Infrastructure,West Bengal,planned,title_dispute
PRJ-01304,Medium,57,81,112,99,59,75,49,6.09,31,1,43.7,1.8,739126.0,512880.0,0.6939,122,69,95.4,758,0,1,1,Border Infrastructure,Tamil Nadu,planned,boundary
PRJ-01305,High,103,63,152,64,80,109,52,7.7,177,2,45.7,3.0,814570.0,267179.0,0.328,15,8,85.5,755,0,1,1,Power Line,Tamil Nadu,planned,encroachment
PRJ-01306,High,78,50,102,58,89,124,37,2.2,23,0,8.6,5.5,73905.0,1367.0,0.0185,49,10,20.1,740,1,1,1,Resettlement,Maharashtra,completed,legal_challenge
PRJ-01307,Low,76,54,71,82,58,121,42,1.7,9,0,44.9,1.1,44901.0,43361.0,0.9657,297,44,96.1,500,0,1,1,Railway,Uttar Pradesh,active,compensation
PRJ-01308,Low,52,51,94,85,61,33,57,1.31,39,0,28.2,1.8,138210.0,132004.0,0.9551,291,9,83.9,503,1,1,1,Border Infrastructure,Rajasthan,planned,title_dispute
PRJ-01309,Medium,57,60,112,112,66,88,67,2.44,3,0,28.8,2.6,180666.0,95753.0,0.53,273,145,62.4,699,0,1,1,Highway,Uttar Pradesh,on_hold,none
PRJ-01310,High,75,85,93,133,83,59,80,4.35,76,5,18.9,3.5,101317.0,10740.0,0.106,249,95,23.4,450,1,1,1,Resettlement,Tamil Nadu,active,encroachment
PRJ-01311,Low,90,50,70,75,82,45,35,1.5,33,0,15.3,2.2,214935.0,184780.0,0.8597,445,270,92.6,644,1,1,1,Highway,Andhra Pradesh,active,title_dispute
PRJ-01312,High,84,46,124,133,76,122,54,3.73,132,3,36.4,6.1,78254.0,25033.0,0.3199,485,87,23.1,534,0,1,1,Railway,Karnataka,active,compensation
PRJ-01313,High,110,70,124,142,58,97,69,1.76,128,4,8.1,1.7,222104.0,94483.0,0.4254,235,114,43.5,515,0,0,0,Border Infrastructure,West Bengal,planned,compensation
PRJ-01314,High,67,66,119,65,88,63,50,21.9,88,4,50.0,3.0,843960.0,485277.0,0.575,400,24,47.6,707,1,0,1,Border Infrastructure,Andhra Pradesh,active,compensation
PRJ-01315,Medium,103,50,136,81,66,44,56,4.52,39,1,54.5,3.0,53015.0,26820.0,0.5059,337,217,44.4,574,0,1,1,Power Line,Tamil Nadu,planned,boundary
PRJ-01316,High,88,64,115,62,105,41,32,10.73,266,6,50.5,0.6,110047.0,28040.0,0.2548,477,260,12.5,706,0,1,1,Border Infrastructure,Rajasthan,completed,encroachment
PRJ-01317,High,78,42,140,97,49,118,62,6.58,167,0,55.7,2.4,630844.0,176573.0,0.2799,133,66,53.6,538,0,1,1,Power Line,Karnataka,completed,boundary
PRJ-01318,Critical,76,67,136,112,66,109,72,6.91,95,4,34.2,1.8,63694.0,14879.0,0.2336,270,146,0.0,542,1,1,0,Industrial,West Bengal,active,boundary
PRJ-01319,High,73,79,160,105,92,124,83,6.15,127,5,31.9,0.2,399990.0,170876.0,0.4272,288,73,16.6,636,0,0,0,Industrial,Telangana,on_hold,compensation
PRJ-01320,High,61,77,125,112,47,89,68,4.73,193,2,12.3,2.1,199275.0,85310.0,0.4281,98,69,49.6,654,0,1,0,Power Line,Rajasthan,active,compensation
PRJ-01321,Medium,60,67,85,44,102,33,82,37.07,9,1,45.1,5.8,448561.0,388274.0,0.8656,68,52,65.7,681,0,0,1,Border Infrastructure,Telangana,on_hold,compensation
PRJ-01322,High,47,69,116,123,64,91,66,2.81,82,4,53.3,3.4,48700.0,21038.0,0.432,295,99,35.2,536,1,0,1,Border Infrastructure,Rajasthan,completed,legal_challenge
PRJ-01323,Medium,77,77,102,71,69,77,66,12.41,69,0,50.1,3.4,153066.0,94916.0,0.6201,76,11,83.3,585,0,1,1,Railway,Madhya Pradesh,planned,encroachment
PRJ-01324,Medium,93,60,141,128,88,111,41,7.11,34,0,25.2,5.3,5048.0,2380.0,0.4715,478,284,26.9,616,1,0,1,Resettlement,Karnataka,planned,legal_challenge
PRJ-01325,Medium,72,47,117,119,66,113,76,33.56,107,1,28.4,2.3,51898.0,38332.0,0.7386,150,51,78.5,518,0,1,1,Highway,Telangana,planned,none
PRJ-01326,Medium,53,78,143,66,65,130,82,11.5,42,0,21.6,2.8,74400.0,39707.0,0.5337,395,69,85.8,596,0,1,0,Railway,Rajasthan,on_hold,compensation
PRJ-01327,Low,54,45,167,107,54,117,44,5.13,15,0,26.5,3.9,41640.0,36139.0,0.8679,118,22,93.3,712,0,1,1,Railway,Karnataka,on_hold,encroachment
PRJ-01328,Medium,101,75,93,72,75,80,40,22.78,91,1,9.8,1.0,7358.0,4329.0,0.5883,233,39,66.3,451,1,1,1,Highway,Karnataka,active,title_dispute
PRJ-01329,Low,61,55,63,44,46,60,52,1.96,29,0,52.8,1.0,161221.0,119723.0,0.7426,16,6,100.0,539,0,1,1,Power Line,Uttar Pradesh,completed,encroachment
PRJ-01330,Medium,38,64,128,58,73,125,49,0.83,157,2,49.6,1.0,942926.0,668252.0,0.7087,434,153,49.3,505,0,1,1,Resettlement,Andhra Pradesh,on_hold,none
PRJ-01331,High,93,69,101,102,88,137,62,6.78,83,2,58.9,0.6,89566.0,18280.0,0.2041,165,46,25.1,540,0,0,1,Power Line,Telangana,completed,compensation
PRJ-01332,High,101,80,100,109,76,139,54,4.38,115,0,30.2,1.5,1054723.0,0.0,0.0,236,134,0.0,411,1,1,1,Border Infrastructure,Telangana,planned,title_dispute
PRJ-01333,High,43,74,169,110,102,103,54,7.82,157,0,5.8,1.2,164367.0,55556.0,0.338,228,46,2.2,517,0,1,1,Highway,Uttar Pradesh,completed,encroachment
PRJ-01334,Medium,62,71,71,134,113,82,46,2.82,65,1,17.3,1.7,222417.0,111609.0,0.5018,311,132,100.0,500,0,1,1,Border Infrastructure,Rajasthan,active,compensation
PRJ-01335,High,91,77,102,122,68,131,54,4.32,174,0,56.0,3.8,2605958.0,1251902.0,0.4804,133,8,27.6,530,0,1,1,Highway,Gujarat,active,none
PRJ-01336,Medium,47,62,92,68,96,73,59,1.99,34,3,26.9,2.9,33851.0,9688.0,0.2862,39,7,69.5,447,0,1,1,Resettlement,Uttar Pradesh,active,compensation
PRJ-01337,High,106,85,161,102,107,110,59,8.23,107,0,21.7,2.2,914955.0,149778.0,0.1637,418,321,0.0,708,0,0,1,Resettlement,Tamil Nadu,completed,encroachment
PRJ-01338,Low,41,43,68,56,37,51,41,4.52,29,0,59.7,2.1,670315.0,549055.0,0.8191,394,116,71.3,491,1,1,1,Resettlement,Karnataka,active,legal_challenge
PRJ-01339,High,77,73,127,121,70,122,62,2.83,118,6,30.1,4.7,40290.0,12083.0,0.2999,421,6,0.0,658,0,1,1,Industrial,Tamil Nadu,planned,boundary
PRJ-01340,Critical,91,52,133,101,100,78,80,3.92,161,3,22.9,5.2,16117.0,0.0,0.0,241,47,0.0,489,0,1,1,Industrial,Madhya Pradesh,active,compensation
PRJ-01341,Low,76,53,76,57,46,62,51,9.68,19,0,32.9,1.3,797748.0,506969.0,0.6355,275,175,79.2,746,0,1,1,Highway,Telangana,planned,encroachment
PRJ-01342,Critical,105,84,162,51,109,132,77,11.73,170,5,46.8,2.3,150627.0,5121.0,0.034,389,78,0.0,608,1,0,0,Railway,Uttar Pradesh,completed,title_dispute
PRJ-01343,High,88,73,120,126,49,119,74,8.33,112,2,22.7,1.9,656783.0,38159.0,0.0581,64,30,38.6,611,0,1,1,Highway,Tamil Nadu,active,none
PRJ-01344,High,118,50,166,124,112,74,54,1.81,82,4,5.9,2.7,52951.0,8859.0,0.1673,401,204,12.4,475,0,1,1,Resettlement,Maharashtra,completed,compensation
PRJ-01345,Low,52,48,139,102,61,95,55,3.95,1,0,23.7,2.9,37603.0,37603.0,1.0,467,164,70.6,649,0,1,1,Power Line,Tamil Nadu,on_hold,encroachment
PRJ-01346,Critical,61,75,132,136,87,126,62,8.49,119,1,16.5,6.9,126238.0,0.0,0.0,464,237,5.2,451,0,0,1,Border Infrastructure,Gujarat,active,encroachment
PRJ-01347,High,80,65,141,137,100,61,57,1.83,108,4,19.1,4.4,736009.0,430418.0,0.5848,287,109,39.3,645,1,1,1,Power Line,Uttar Pradesh,completed,none
PRJ-01348,Medium,92,51,90,54,47,44,66,3.6,53,1,9.8,2.6,447323.0,224332.0,0.5015,143,6,61.4,660,0,1,1,Industrial,Andhra Pradesh,planned,none
PRJ-01349,High,67,73,168,85,44,48,71,2.63,90,3,35.4,2.8,134565.0,90549.0,0.6729,31,19,38.9,699,1,1,1,Resettlement,Uttar Pradesh,completed,boundary
PRJ-01350,Critical,86,71,105,115,83,113,55,0.94,225,6,28.9,3.5,187623.0,32121.0,0.1712,39,31,0.0,478,1,1,1,Border Infrastructure,Madhya Pradesh,planned,title_dispute
PRJ-01351,Medium,71,42,132,57,110,80,68,5.66,14,0,9.0,5.6,22673.0,15826.0,0.698,320,98,62.1,601,0,0,1,Power Line,Madhya Pradesh,on_hold,compensation
PRJ-01352,Low,52,42,97,53,104,50,74,11.26,14,1,28.6,1.2,58882.0,46894.0,0.7964,285,129,100.0,507,1,0,1,Industrial,Tamil Nadu,completed,legal_challenge
PRJ-01353,Medium,61,46,75,71,86,37,55,1.72,18,1,53.4,2.2,80113.0,43445.0,0.5423,63,4,92.5,635,0,1,1,Resettlement,Maharashtra,completed,none
PRJ-01354,High,83,58,125,132,52,70,82,3.59,94,2,57.7,2.4,65237.0,31712.0,0.4861,274,34,43.8,749,1,1,0,Border Infrastructure,West Bengal,on_hold,legal_challenge
PRJ-01355,Critical,112,65,124,147,89,96,63,2.56,180,5,15.7,0.1,186463.0,0.0,0.0,144,37,19.4,660,0,1,0,Railway,Rajasthan,active,compensation
PRJ-01356,Low,37,58,69,92,77,82,60,7.53,7,0,9.8,1.4,354522.0,316978.0,0.8941,119,80,88.6,512,0,1,0,Railway,Maharashtra,on_hold,boundary
PRJ-01357,High,49,71,89,73,69,119,50,2.22,158,3,51.6,3.1,47715.0,22722.0,0.4762,158,10,12.4,483,0,1,0,Power Line,Karnataka,on_hold,encroachment
PRJ-01358,High,85,57,132,125,100,107,83,7.49,63,4,19.5,5.3,14857.0,6818.0,0.4589,247,193,29.8,570,0,0,1,Highway,West Bengal,completed,encroachment
PRJ-01359,High,81,31,133,111,64,92,82,7.29,121,3,21.4,2.2,15550.0,9091.0,0.5846,439,82,61.1,524,0,0,1,Border Infrastructure,Gujarat,completed,encroachment
PRJ-01360,Low,65,37,111,64,33,72,84,14.59,4,0,24.2,1.6,1322846.0,1314248.0,0.9935,81,35,100.0,652,0,1,0,Railway,West Bengal,completed,none
PRJ-01361,Low,95,49,84,50,56,91,35,17.61,12,0,12.1,3.9,1426478.0,1319777.0,0.9252,436,127,94.9,751,0,1,1,Highway,Tamil Nadu,planned,encroachment
PRJ-01362,High,56,85,125,148,115,130,38,1.06,150,0,34.9,1.7,4444502.0,23111.0,0.0052,24,19,13.0,442,0,1,1,Highway,Telangana,planned,compensation
PRJ-01363,Low,87,69,101,58,68,65,35,7.7,32,0,25.8,3.4,67656.0,67656.0,1.0,320,214,100.0,436,0,1,1,Industrial,Gujarat,completed,encroachment
PRJ-01364,High,87,42,167,124,60,142,75,2.42,204,0,31.0,1.3,4043200.0,2379423.0,0.5885,259,125,28.1,752,1,0,1,Resettlement,Telangana,active,title_dispute
PRJ-01365,High,60,75,123,95,55,117,78,7.42,109,2,47.6,2.1,333881.0,112384.0,0.3366,492,200,35.5,550,1,1,1,Resettlement,Uttar Pradesh,active,title_dispute
PRJ-01366,High,42,51,121,70,62,91,83,9.9,71,1,47.0,3.2,4245.0,684.0,0.1611,241,28,24.7,479,1,0,0,Border Infrastructure,Uttar Pradesh,active,boundary
PRJ-01367,Medium,62,51,125,61,75,78,79,1.51,5,0,26.2,3.5,204322.0,135302.0,0.6622,399,106,73.6,563,0,1,1,Highway,Tamil Nadu,completed,compensation
